Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
HEXB_HUMAN,0.596,0.545,0.882,1.0,0.059,-0.329,0.348465,11,34,45
UMPS_HUMAN,0.596,0.545,0.765,1.0,0.0,0.149,0.348465,11,34,45
CADH1_HUMAN,0.596,0.545,0.706,1.0,0.147,-0.887,0.348465,11,34,45
GSTM3_HUMAN,0.596,0.364,0.882,1.0,0.088,0.612,0.348465,11,34,45
RL10_HUMAN,0.596,0.909,0.324,1.0,0.059,0.404,0.348465,11,34,45
G6PE_HUMAN,0.596,0.818,0.529,1.0,0.147,0.218,0.348465,11,34,45
NUCL_HUMAN,0.596,0.636,0.647,1.0,0.118,0.279,0.348465,11,34,45
RPAB1_HUMAN,0.596,0.818,0.441,1.0,0.029,0.293,0.348465,11,34,45
CD53_HUMAN,0.596,0.545,0.676,1.0,0.176,-0.385,0.348465,11,34,45
TPP2_HUMAN,0.596,0.273,1.0,1.0,0.206,0.335,0.348465,11,34,45
CLIP1_HUMAN,0.596,0.727,0.588,1.0,0.0,0.213,0.348465,11,34,45
DEK_HUMAN,0.596,0.727,0.647,1.0,0.088,0.156,0.348465,11,34,45
CAP2_HUMAN,0.596,0.455,0.853,1.0,0.088,0.346,0.348465,11,34,45
SYIC_HUMAN,0.596,0.455,0.765,1.0,0.0,0.288,0.348465,11,34,45
RL28_HUMAN,0.596,0.909,0.324,1.0,0.088,0.411,0.348465,11,34,45
SYCC_HUMAN,0.596,0.636,0.706,1.0,0.059,0.227,0.348465,11,34,45
MVD1_HUMAN,0.596,0.727,0.559,1.0,0.118,0.303,0.348465,11,34,45
COPB_HUMAN,0.596,0.818,0.441,1.0,0.059,0.205,0.348465,11,34,45
AP1S2_HUMAN,0.596,0.364,0.912,1.0,0.029,-0.294,0.348465,11,34,45
RL26_HUMAN,0.596,0.273,1.0,1.0,0.029,0.347,0.348465,11,34,45
RS8_HUMAN,0.596,0.909,0.324,1.0,0.059,0.275,0.348465,11,34,45
RS15_HUMAN,0.596,0.818,0.441,1.0,0.059,0.359,0.348465,11,34,45
RL10A_HUMAN,0.596,0.636,0.618,1.0,0.0,0.324,0.348465,11,34,45
ARPC4_HUMAN,0.596,0.818,0.471,1.0,0.0,0.119,0.348465,11,34,45
TCOF_HUMAN,0.596,0.545,0.794,1.0,0.088,0.182,0.348465,11,34,45
PPID_HUMAN,0.596,0.636,0.706,1.0,0.0,0.035,0.348465,11,34,45
SCRN1_HUMAN,0.596,0.909,0.382,1.0,0.0,0.28,0.348465,11,34,45
DC1I2_HUMAN,0.596,0.636,0.647,1.0,0.059,0.256,0.348465,11,34,45
ELOB_HUMAN,0.596,0.818,0.412,1.0,0.118,0.178,0.348465,11,34,45
ACTBL_HUMAN,0.596,0.818,0.441,1.0,0.059,0.104,0.348465,11,34,45
HDDC2_HUMAN,0.596,0.727,0.5,1.0,0.206,0.236,0.348465,11,34,45
SIR2_HUMAN,0.596,0.364,0.912,1.0,0.176,-0.167,0.348465,11,34,45
CDC26_HUMAN,0.596,0.818,0.441,1.0,0.088,0.231,0.348465,11,34,45
ARI1B_HUMAN,0.596,0.545,0.735,1.0,0.029,-0.267,0.348465,11,34,45
PARD3_HUMAN,0.596,0.455,0.824,1.0,0.118,0.226,0.348465,11,34,45
PGTA_HUMAN,0.596,0.545,0.765,1.0,0.088,0.285,0.348465,11,34,45
KCD12_HUMAN,0.596,0.818,0.412,1.0,0.0,-0.141,0.348465,11,34,45
SCYL1_HUMAN,0.596,0.545,0.706,1.0,0.088,0.315,0.348465,11,34,45
YTDC1_HUMAN,0.596,0.636,0.735,1.0,0.059,0.193,0.348465,11,34,45
ERBIN_HUMAN,0.596,0.818,0.5,1.0,0.0,0.1,0.348465,11,34,45
AEDO_HUMAN,0.596,0.636,0.706,1.0,0.029,0.148,0.348465,11,34,45
PSMD1_HUMAN,0.596,0.364,0.912,1.0,0.059,0.286,0.348465,11,34,45
PXL2A_HUMAN,0.596,0.727,0.647,1.0,0.0,0.271,0.348465,11,34,45
PBDC1_HUMAN,0.596,0.727,0.559,1.0,0.088,0.241,0.348465,11,34,45
PHS2_HUMAN,0.596,0.818,0.5,1.0,0.235,-0.149,0.348465,11,34,45
GOLP3_HUMAN,0.596,0.636,0.647,1.0,0.029,0.151,0.348465,11,34,45
RTN4_HUMAN,0.596,0.818,0.441,1.0,0.118,0.287,0.348465,11,34,45
GEPH_HUMAN,0.596,1.0,0.294,1.0,0.294,0.347,0.348465,11,34,45
TES_HUMAN,0.596,0.364,0.912,1.0,0.088,-0.574,0.348465,11,34,45
S39AA_HUMAN,0.596,0.727,0.559,1.0,0.0,0.115,0.348465,11,34,45
HV335_HUMAN,0.594,0.727,0.559,1.0,0.0,0.113,0.362211,11,34,45
UBFD1_HUMAN,0.594,0.727,0.559,1.0,0.059,0.217,0.362211,11,34,45
PDCD5_HUMAN,0.594,0.636,0.618,1.0,0.118,0.511,0.362211,11,34,45
CLIC2_HUMAN,0.594,0.727,0.618,1.0,0.235,-0.411,0.362211,11,34,45
TIPRL_HUMAN,0.594,0.727,0.529,1.0,0.088,0.237,0.362211,11,34,45
NPM_HUMAN,0.594,0.636,0.588,1.0,0.0,0.177,0.362195,11,34,45
RS17_HUMAN,0.594,0.727,0.471,1.0,0.059,0.385,0.362211,11,34,45
HSPB1_HUMAN,0.594,0.636,0.618,1.0,0.059,-0.404,0.362211,11,34,45
XRCC6_HUMAN,0.594,0.727,0.647,1.0,0.029,0.216,0.362211,11,34,45
TPR_HUMAN,0.594,0.364,0.941,1.0,0.206,0.247,0.362211,11,34,45
CBPN_HUMAN,0.594,1.0,0.265,1.0,0.265,0.334,0.362211,11,34,45
PSA1_HUMAN,0.594,0.545,0.794,1.0,0.118,0.211,0.362211,11,34,45
UBXN7_HUMAN,0.594,0.727,0.588,1.0,0.206,0.38,0.362211,11,34,45
NPT2B_HUMAN,0.594,0.364,0.912,1.0,0.206,-1.248,0.362211,11,34,45
AMPL_HUMAN,0.594,0.545,0.676,1.0,0.206,-0.348,0.362211,11,34,45
PDIA3_HUMAN,0.594,0.909,0.412,1.0,0.235,0.336,0.362211,11,34,45
HNRH3_HUMAN,0.594,0.636,0.706,1.0,0.0,0.116,0.362211,11,34,45
HNRH1_HUMAN,0.594,0.727,0.5,1.0,0.0,0.239,0.362211,11,34,45
STIP1_HUMAN,0.594,0.636,0.676,1.0,0.118,0.257,0.362211,11,34,45
CAPZB_HUMAN,0.594,0.636,0.647,1.0,0.059,0.16,0.362211,11,34,45
IREB2_HUMAN,0.594,0.727,0.618,1.0,0.029,0.201,0.362211,11,34,45
TMEDA_HUMAN,0.594,0.545,0.676,1.0,0.0,0.361,0.362211,11,34,45
PSME3_HUMAN,0.594,0.818,0.529,1.0,0.118,0.245,0.362211,11,34,45
RS15A_HUMAN,0.594,0.636,0.618,1.0,0.059,0.239,0.362211,11,34,45
MYL6_HUMAN,0.594,0.364,0.882,1.0,0.0,0.217,0.362211,11,34,45
PP2BA_HUMAN,0.594,0.545,0.794,1.0,0.0,-0.084,0.362211,11,34,45
SQSTM_HUMAN,0.594,0.818,0.471,1.0,0.059,0.317,0.362211,11,34,45
EI2BA_HUMAN,0.594,0.545,0.706,1.0,0.147,0.286,0.362211,11,34,45
RL6_HUMAN,0.594,0.727,0.5,1.0,0.029,0.332,0.362211,11,34,45
TRIPB_HUMAN,0.594,0.364,0.882,1.0,0.088,0.151,0.362211,11,34,45
CDC37_HUMAN,0.594,0.636,0.618,1.0,0.118,0.301,0.362211,11,34,45
AR6P4_HUMAN,0.594,0.636,0.618,1.0,0.0,0.33,0.362211,11,34,45
FBXW9_HUMAN,0.594,0.545,0.794,1.0,0.0,-0.268,0.362211,11,34,45
ZFAN6_HUMAN,0.594,0.727,0.618,1.0,0.059,0.323,0.362211,11,34,45
GET4_HUMAN,0.594,0.364,0.912,1.0,0.059,0.271,0.362211,11,34,45
H2A2B_HUMAN,0.594,1.0,0.324,1.0,0.324,0.656,0.362211,11,34,45
AN32B_HUMAN,0.594,0.909,0.353,1.0,0.118,0.285,0.362211,11,34,45
NDRG1_HUMAN,0.594,0.636,0.618,1.0,0.118,0.444,0.362211,11,34,45
CELF1_HUMAN,0.594,0.364,0.912,1.0,0.0,0.18,0.362211,11,34,45
FYCO1_HUMAN,0.594,0.727,0.559,1.0,0.0,0.175,0.362211,11,34,45
CYRIA_HUMAN,0.594,0.636,0.794,1.0,0.088,-0.197,0.362211,11,34,45
AKTIP_HUMAN,0.594,0.455,0.853,1.0,0.088,0.231,0.362211,11,34,45
CB39L_HUMAN,0.594,0.364,0.912,1.0,0.147,-0.411,0.362211,11,34,45
APMAP_HUMAN,0.594,0.364,0.941,1.0,0.118,0.286,0.362211,11,34,45
LYAR_HUMAN,0.594,0.636,0.676,1.0,0.0,0.252,0.362211,11,34,45
TRMB_HUMAN,0.594,0.909,0.324,1.0,0.0,0.33,0.362211,11,34,45
CPSF3_HUMAN,0.594,0.636,0.588,1.0,0.176,0.23,0.362211,11,34,45
LSM2_HUMAN,0.594,0.818,0.471,1.0,0.059,0.131,0.362211,11,34,45
UCHL5_HUMAN,0.594,0.455,0.794,1.0,0.029,0.231,0.362211,11,34,45
NACAM_HUMAN,0.591,0.727,0.529,1.0,0.059,0.189,0.376291,11,34,45
PDLI1_HUMAN,0.591,0.364,0.882,1.0,0.118,-0.581,0.376291,11,34,45
ZN185_HUMAN,0.591,0.364,0.971,1.0,0.029,-0.306,0.376291,11,34,45
MAAI_HUMAN,0.591,0.727,0.529,1.0,0.059,-0.411,0.376291,11,34,45
SGTA_HUMAN,0.591,0.818,0.412,1.0,0.118,0.306,0.376291,11,34,45
CALU_HUMAN,0.591,0.909,0.353,1.0,0.176,0.329,0.376291,11,34,45
BRE1B_HUMAN,0.591,0.727,0.529,1.0,0.0,0.232,0.376291,11,34,45
ANR17_HUMAN,0.591,0.636,0.647,1.0,0.029,0.314,0.376291,11,34,45
NUDT3_HUMAN,0.591,1.0,0.206,1.0,0.206,0.235,0.376291,11,34,45
IF4E_HUMAN,0.591,0.364,0.912,1.0,0.059,0.243,0.376291,11,34,45
KPYM_HUMAN,0.591,0.636,0.647,1.0,0.0,0.134,0.376291,11,34,45
RAB6A_HUMAN,0.591,0.545,0.735,1.0,0.059,0.174,0.376291,11,34,45
PZP_HUMAN,0.591,0.364,0.912,1.0,0.176,0.584,0.376291,11,34,45
C4BPB_HUMAN,0.591,0.455,0.794,1.0,0.176,0.435,0.376291,11,34,45
APEX1_HUMAN,0.591,0.727,0.559,1.0,0.059,0.134,0.376291,11,34,45
PROP_HUMAN,0.591,0.818,0.471,1.0,0.059,0.164,0.376291,11,34,45
FMNL1_HUMAN,0.591,0.545,0.706,1.0,0.0,-0.25,0.376291,11,34,45
HMGA1_HUMAN,0.591,0.545,0.706,1.0,0.088,0.306,0.376291,11,34,45
RL4_HUMAN,0.591,0.273,1.0,1.0,0.029,0.355,0.376291,11,34,45
PUR9_HUMAN,0.591,0.545,0.765,1.0,0.029,0.198,0.376291,11,34,45
NSF_HUMAN,0.591,0.455,0.794,1.0,0.0,0.187,0.376291,11,34,45
GLYG_HUMAN,0.591,0.364,0.882,1.0,0.118,-0.277,0.376291,11,34,45
RB27A_HUMAN,0.591,0.636,0.647,1.0,0.059,-0.33,0.376291,11,34,45
MECP2_HUMAN,0.591,1.0,0.294,1.0,0.294,-0.361,0.376291,11,34,45
SC24C_HUMAN,0.591,0.818,0.412,1.0,0.029,0.219,0.376291,11,34,45
PLTP_HUMAN,0.591,0.909,0.353,1.0,0.118,-0.372,0.376291,11,34,45
GMFB_HUMAN,0.591,0.545,0.765,1.0,0.118,0.209,0.376291,11,34,45
RS7_HUMAN,0.591,0.273,0.941,1.0,0.059,0.38,0.376291,11,34,45
RS13_HUMAN,0.591,0.636,0.588,1.0,0.059,0.334,0.376291,11,34,45
EF1A1_HUMAN,0.591,0.636,0.647,1.0,0.029,0.167,0.376291,11,34,45
SERB_HUMAN,0.591,0.545,0.706,1.0,0.059,0.241,0.376291,11,34,45
RHOG_HUMAN,0.591,0.455,0.824,1.0,0.059,-0.218,0.376291,11,34,45
FLOT2_HUMAN,0.591,0.636,0.706,1.0,0.088,0.166,0.376291,11,34,45
HGFA_HUMAN,0.591,0.455,0.853,1.0,0.059,-0.195,0.376291,11,34,45
FAK1_HUMAN,0.591,0.818,0.529,1.0,0.059,0.159,0.376291,11,34,45
PTPRJ_HUMAN,0.591,0.727,0.559,1.0,0.235,-0.379,0.376291,11,34,45
ENPP2_HUMAN,0.591,0.636,0.618,1.0,0.176,-0.559,0.376291,11,34,45
EEA1_HUMAN,0.591,0.909,0.324,1.0,0.029,0.17,0.376291,11,34,45
VATF_HUMAN,0.591,0.818,0.471,1.0,0.059,0.154,0.376291,11,34,45
YJ005_HUMAN,0.591,0.455,0.853,1.0,0.118,0.367,0.376291,11,34,45
KDM3B_HUMAN,0.591,0.818,0.471,1.0,0.0,0.268,0.376291,11,34,45
LIPB1_HUMAN,0.591,0.455,0.941,1.0,0.029,0.262,0.376291,11,34,45
MESH1_HUMAN,0.591,0.636,0.618,1.0,0.029,-0.194,0.376291,11,34,45
TBC15_HUMAN,0.591,0.364,0.912,1.0,0.029,0.265,0.376291,11,34,45
PP4R1_HUMAN,0.591,0.364,0.941,1.0,0.029,0.22,0.376291,11,34,45
MT21A_HUMAN,0.591,0.818,0.412,1.0,0.118,0.231,0.376291,11,34,45
ARL8A_HUMAN,0.591,0.727,0.588,1.0,0.0,0.059,0.376291,11,34,45
FAF2_HUMAN,0.591,0.455,0.824,1.0,0.059,0.25,0.376291,11,34,45
CNDP2_HUMAN,0.591,0.364,0.941,1.0,0.029,-0.371,0.376291,11,34,45
CHOLN_HUMAN,0.591,0.727,0.588,1.0,0.0,0.343,0.376291,11,34,45
EGLN1_HUMAN,0.591,0.636,0.618,1.0,0.0,0.258,0.376291,11,34,45
IMUP_HUMAN,0.591,0.455,0.912,1.0,0.029,-0.726,0.376291,11,34,45
MLP3A_HUMAN,0.591,0.727,0.588,1.0,0.029,0.291,0.376291,11,34,45
DEFI6_HUMAN,0.591,0.636,0.735,1.0,0.029,-0.262,0.376291,11,34,45
CDK12_HUMAN,0.591,0.455,0.824,1.0,0.0,0.2,0.376291,11,34,45
ATX10_HUMAN,0.591,0.636,0.588,1.0,0.029,0.287,0.376291,11,34,45
CSN7A_HUMAN,0.591,0.545,0.706,1.0,0.059,0.244,0.376291,11,34,45
FBLN5_HUMAN,0.591,0.455,0.794,1.0,0.088,-0.341,0.376291,11,34,45
SLAF5_HUMAN,0.591,0.636,0.647,1.0,0.029,-0.153,0.376291,11,34,45
COG6_HUMAN,0.591,0.636,0.618,1.0,0.029,0.222,0.376291,11,34,45
PRC2C_HUMAN,0.591,0.818,0.559,1.0,0.059,0.244,0.376291,11,34,45
HBA_BOVIN,0.588,0.818,0.441,1.0,0.029,0.71,0.390705,11,34,45
M3K7_HUMAN,0.588,0.818,0.441,1.0,0.088,0.216,0.390705,11,34,45
GGCT_HUMAN,0.588,0.909,0.324,1.0,0.147,-0.224,0.390705,11,34,45
PSIP1_HUMAN,0.588,0.545,0.706,1.0,0.176,0.41,0.390705,11,34,45
PNPH_HUMAN,0.588,0.364,0.941,1.0,0.0,0.366,0.390705,11,34,45
LV147_HUMAN,0.588,0.455,0.853,1.0,0.147,-0.395,0.390705,11,34,45
SNRPA_HUMAN,0.588,0.636,0.618,1.0,0.059,0.217,0.390705,11,34,45
CLCA_HUMAN,0.588,0.818,0.412,1.0,0.088,0.324,0.390705,11,34,45
APOB_HUMAN,0.588,1.0,0.294,1.0,0.294,0.461,0.390705,11,34,45
SRGN_HUMAN,0.588,0.909,0.5,1.0,0.059,-0.291,0.390705,11,34,45
HSP7C_HUMAN,0.588,0.636,0.676,1.0,0.0,0.098,0.390705,11,34,45
PRPS2_HUMAN,0.588,0.909,0.353,1.0,0.176,0.375,0.390705,11,34,45
BTF3_HUMAN,0.588,0.909,0.353,1.0,0.059,0.309,0.390689,11,34,45
RASA1_HUMAN,0.588,0.364,0.912,1.0,0.029,0.216,0.390689,11,34,45
PSA2_HUMAN,0.588,0.545,0.794,1.0,0.088,0.19,0.390705,11,34,45
DNMT1_HUMAN,0.588,0.636,0.618,1.0,0.147,0.288,0.390705,11,34,45
NUP62_HUMAN,0.588,0.455,0.853,1.0,0.029,0.188,0.390705,11,34,45
RL9_HUMAN,0.588,0.909,0.353,1.0,0.059,0.32,0.390705,11,34,45
ARL1_HUMAN,0.588,0.636,0.647,1.0,0.029,0.21,0.390705,11,34,45
IF2G_HUMAN,0.588,0.636,0.618,1.0,0.029,0.41,0.390705,11,34,45
PSB2_HUMAN,0.588,0.545,0.794,1.0,0.147,0.211,0.390705,11,34,45
TSP3_HUMAN,0.588,0.364,0.912,1.0,0.118,0.473,0.390705,11,34,45
SYRC_HUMAN,0.588,0.545,0.706,1.0,0.0,0.205,0.390705,11,34,45
NP1L1_HUMAN,0.588,0.727,0.529,1.0,0.118,0.298,0.390705,11,34,45
NTF2_HUMAN,0.588,0.727,0.471,1.0,0.088,0.189,0.390705,11,34,45
RL32_HUMAN,0.588,0.545,0.706,1.0,0.059,0.356,0.390705,11,34,45
IFM2_HUMAN,0.588,0.455,0.794,1.0,0.059,-0.699,0.390705,11,34,45
TNAP2_HUMAN,0.588,0.364,0.912,1.0,0.118,-0.458,0.390705,11,34,45
SART3_HUMAN,0.588,0.636,0.676,1.0,0.029,0.195,0.390705,11,34,45
RB3GP_HUMAN,0.588,0.364,0.941,1.0,0.059,0.324,0.390705,11,34,45
MEAK7_HUMAN,0.588,0.545,0.706,1.0,0.176,0.335,0.390705,11,34,45
CCD25_HUMAN,0.588,0.727,0.618,1.0,0.029,0.082,0.390705,11,34,45
SPB1_HUMAN,0.588,0.364,0.912,1.0,0.118,0.126,0.390705,11,34,45
UBR7_HUMAN,0.588,0.727,0.618,1.0,0.088,0.294,0.390705,11,34,45
IPO4_HUMAN,0.588,0.636,0.647,1.0,0.088,0.472,0.390705,11,34,45
LMO7_HUMAN,0.588,0.545,0.794,1.0,0.029,-0.499,0.390705,11,34,45
BT3L4_HUMAN,0.588,0.727,0.529,1.0,0.0,0.074,0.390705,11,34,45
SH3G1_HUMAN,0.588,0.727,0.559,1.0,0.088,0.21,0.390705,11,34,45
FHR5_HUMAN,0.588,0.364,0.882,1.0,0.176,0.307,0.390705,11,34,45
UACA_HUMAN,0.588,0.636,0.735,1.0,0.118,0.129,0.390705,11,34,45
TBL1R_HUMAN,0.588,0.455,0.794,1.0,0.118,0.435,0.390705,11,34,45
GCP60_HUMAN,0.588,0.636,0.735,1.0,0.0,0.145,0.390705,11,34,45
CYLD_HUMAN,0.588,0.545,0.794,1.0,0.059,-0.169,0.390705,11,34,45
HYPK_HUMAN,0.588,0.636,0.647,1.0,0.0,0.253,0.390705,11,34,45
B3GN2_HUMAN,0.588,0.364,0.882,1.0,0.235,-0.351,0.390705,11,34,45
PNPO_HUMAN,0.588,0.455,0.824,1.0,0.118,-0.573,0.390705,11,34,45
NDRG3_HUMAN,0.588,0.818,0.5,1.0,0.118,0.35,0.390705,11,34,45
SHPK_HUMAN,0.588,0.455,0.794,1.0,0.059,0.223,0.390705,11,34,45
ENOPH_HUMAN,0.588,0.455,0.794,1.0,0.088,0.246,0.390705,11,34,45
TR112_HUMAN,0.588,0.545,0.706,1.0,0.059,0.18,0.390705,11,34,45
ACINU_HUMAN,0.588,0.727,0.559,1.0,0.029,0.18,0.390705,11,34,45
AGO2_HUMAN,0.588,0.727,0.588,1.0,0.118,0.254,0.390705,11,34,45
RBM8A_HUMAN,0.588,0.818,0.471,1.0,0.059,0.135,0.390705,11,34,45
DHPR_HUMAN,0.587,0.909,0.353,1.0,0.118,-0.198,0.39802,11,34,45
KJ01_HUMAN,0.586,0.636,0.647,1.0,0.029,-0.42,0.405449,11,34,45
LV136_HUMAN,0.586,0.727,0.5,1.0,0.118,-0.185,0.405449,11,34,45
HV315_HUMAN,0.586,0.455,0.882,1.0,0.059,-0.194,0.405449,11,34,45
UBA6_HUMAN,0.586,0.455,0.853,1.0,0.0,0.153,0.405449,11,34,45
CISY_HUMAN,0.586,0.545,0.706,1.0,0.088,0.313,0.405449,11,34,45
BAG3_HUMAN,0.586,0.636,0.647,1.0,0.059,0.16,0.405449,11,34,45
KAD1_HUMAN,0.586,0.545,0.735,1.0,0.088,-0.201,0.405449,11,34,45
LV657_HUMAN,0.586,0.909,0.353,1.0,0.118,-0.308,0.405449,11,34,45
FRIH_HUMAN,0.586,0.636,0.647,1.0,0.118,0.228,0.405449,11,34,45
G6PI_HUMAN,0.586,0.727,0.559,1.0,0.029,0.196,0.405449,11,34,45
CO1A2_HUMAN,0.586,0.818,0.588,1.0,0.206,0.147,0.405449,11,34,45
RLA2_HUMAN,0.586,0.909,0.324,1.0,0.118,0.228,0.405449,11,34,45
SAA2_HUMAN,0.586,0.818,0.441,1.0,0.147,0.581,0.405449,11,34,45
SPTB1_HUMAN,0.586,0.909,0.412,1.0,0.059,0.317,0.405449,11,34,45
COX41_HUMAN,0.586,0.455,0.794,1.0,0.029,0.339,0.405449,11,34,45
IDE_HUMAN,0.586,0.636,0.559,1.0,0.059,0.219,0.405449,11,34,45
ANXA7_HUMAN,0.586,0.727,0.588,1.0,0.0,0.208,0.405449,11,34,45
IMDH1_HUMAN,0.586,0.545,0.765,1.0,0.059,0.17,0.405449,11,34,45
TENX_HUMAN,0.586,1.0,0.324,1.0,0.324,-0.308,0.405449,11,34,45
SCP2_HUMAN,0.586,0.909,0.382,1.0,0.147,0.296,0.405449,11,34,45
MP2K2_HUMAN,0.586,0.545,0.706,1.0,0.0,0.148,0.405449,11,34,45
GSH1_HUMAN,0.586,0.364,0.912,1.0,0.118,0.373,0.405449,11,34,45
DNLI3_HUMAN,0.586,0.364,0.912,1.0,0.0,0.291,0.405449,11,34,45
MAP2_HUMAN,0.586,0.455,0.765,1.0,0.0,0.217,0.405449,11,34,45
RS3A_HUMAN,0.586,0.455,0.794,1.0,0.059,0.299,0.405449,11,34,45
H4_HUMAN,0.586,1.0,0.265,1.0,0.265,0.739,0.405449,11,34,45
IF5A1_HUMAN,0.586,0.545,0.794,1.0,0.088,0.187,0.405449,11,34,45
YBOX1_HUMAN,0.586,0.727,0.559,1.0,0.118,0.271,0.405449,11,34,45
PFKAP_HUMAN,0.586,0.545,0.794,1.0,0.029,0.25,0.405449,11,34,45
GOGA4_HUMAN,0.586,0.727,0.559,1.0,0.088,0.174,0.405449,11,34,45
PICAL_HUMAN,0.586,0.545,0.765,1.0,0.029,0.159,0.405449,11,34,45
DCTN2_HUMAN,0.586,0.818,0.441,1.0,0.176,0.185,0.405449,11,34,45
PSME4_HUMAN,0.586,0.909,0.353,1.0,0.059,0.263,0.405449,11,34,45
TOP2B_HUMAN,0.586,0.545,0.824,1.0,0.0,0.161,0.405449,11,34,45
HDHD1_HUMAN,0.586,0.545,0.765,1.0,0.059,0.248,0.405449,11,34,45
SF3A3_HUMAN,0.586,0.455,0.765,1.0,0.029,0.227,0.405449,11,34,45
APOF_HUMAN,0.586,1.0,0.324,1.0,0.324,0.391,0.405449,11,34,45
DX39B_HUMAN,0.586,0.818,0.441,1.0,0.0,0.154,0.405433,11,34,45
COTL1_HUMAN,0.586,0.818,0.471,1.0,0.118,-0.133,0.405449,11,34,45
ARHG7_HUMAN,0.586,0.455,0.794,1.0,0.029,0.14,0.405449,11,34,45
TAB1_HUMAN,0.586,0.727,0.559,1.0,0.118,0.233,0.405449,11,34,45
CYTM_HUMAN,0.586,0.455,0.794,1.0,0.059,-0.419,0.405449,11,34,45
PDCD4_HUMAN,0.586,0.455,0.824,1.0,0.059,-0.403,0.405449,11,34,45
F91A1_HUMAN,0.586,0.636,0.735,1.0,0.059,0.215,0.405449,11,34,45
PRP8_HUMAN,0.586,0.545,0.794,1.0,0.059,0.318,0.405449,11,34,45
MOB1A_HUMAN;MOB1B_HUMAN,0.586,0.364,0.912,1.0,0.118,0.254,0.405449,11,34,45
C163A_HUMAN,0.586,0.455,0.794,1.0,0.088,-0.163,0.405449,11,34,45
NXP20_HUMAN,0.586,0.545,0.765,1.0,0.235,0.214,0.405449,11,34,45
NNRE_HUMAN,0.586,0.545,0.647,1.0,0.059,0.24,0.405449,11,34,45
HDAC2_HUMAN,0.586,0.545,0.735,1.0,0.088,0.303,0.405449,11,34,45
DIDO1_HUMAN,0.586,0.636,0.676,1.0,0.0,0.134,0.405449,11,34,45
DPCD_HUMAN,0.586,0.455,0.824,1.0,0.029,0.116,0.405449,11,34,45
OSB11_HUMAN,0.586,0.364,0.912,1.0,0.029,0.143,0.405449,11,34,45
DPY30_HUMAN,0.586,0.727,0.559,1.0,0.029,0.136,0.405449,11,34,45
XRN2_HUMAN,0.586,0.727,0.529,1.0,0.059,0.219,0.405449,11,34,45
TOLIP_HUMAN,0.586,0.455,0.824,1.0,0.088,-0.321,0.405449,11,34,45
PPIP2_HUMAN,0.586,0.455,0.824,1.0,0.0,0.12,0.405449,11,34,45
VP37B_HUMAN,0.586,0.909,0.382,1.0,0.088,-0.303,0.405449,11,34,45
PARVG_HUMAN,0.586,0.455,0.824,1.0,0.176,-0.44,0.405449,11,34,45
CHM1A_HUMAN,0.586,0.545,0.765,1.0,0.0,0.128,0.405449,11,34,45
SAR1A_HUMAN,0.586,0.545,0.794,1.0,0.029,0.161,0.405449,11,34,45
ABCF3_HUMAN,0.586,0.727,0.559,1.0,0.059,0.188,0.405449,11,34,45
NDE1_HUMAN,0.586,0.818,0.471,1.0,0.118,0.199,0.405449,11,34,45
ZMYM2_HUMAN,0.586,0.636,0.676,1.0,0.029,0.205,0.405449,11,34,45
UBQL1_HUMAN,0.586,0.727,0.676,1.0,0.059,0.163,0.405449,11,34,45
CSN3_HUMAN,0.586,0.727,0.5,1.0,0.147,0.33,0.405449,11,34,45
TMED7_HUMAN,0.586,0.545,0.765,1.0,0.0,0.203,0.405449,11,34,45
FARP1_HUMAN,0.586,0.636,0.706,1.0,0.029,-0.218,0.405449,11,34,45
HV404_HUMAN,0.583,0.818,0.529,1.0,0.059,-0.138,0.42052,11,34,45
IGLC7_HUMAN,0.583,0.364,0.941,1.0,0.059,-0.252,0.42052,11,34,45
CUTA_HUMAN,0.583,0.818,0.529,1.0,0.176,-0.089,0.42052,11,34,45
STABP_HUMAN,0.583,0.727,0.529,1.0,0.118,0.178,0.42052,11,34,45
CEP43_HUMAN,0.583,0.545,0.706,1.0,0.029,0.244,0.42052,11,34,45
TETN_HUMAN,0.583,0.727,0.559,1.0,0.088,-0.148,0.42052,11,34,45
HMGB1_HUMAN,0.583,0.727,0.588,1.0,0.0,0.124,0.42052,11,34,45
FGFR1_HUMAN,0.583,0.545,0.794,1.0,0.0,-0.087,0.42052,11,34,45
SRC_HUMAN,0.583,0.636,0.706,1.0,0.0,0.042,0.42052,11,34,45
COFA1_HUMAN,0.583,0.727,0.471,1.0,0.029,0.146,0.42052,11,34,45
MK09_HUMAN,0.583,0.545,0.706,1.0,0.029,0.162,0.42052,11,34,45
NOP2_HUMAN,0.583,0.545,0.765,1.0,0.029,0.077,0.42052,11,34,45
UTRN_HUMAN,0.583,0.455,0.824,1.0,0.088,0.245,0.42052,11,34,45
RBP2_HUMAN,0.583,0.364,0.882,1.0,0.0,0.089,0.42052,11,34,45
RAB5C_HUMAN,0.583,0.545,0.794,1.0,0.029,0.111,0.42052,11,34,45
FNTB_HUMAN,0.583,0.636,0.647,1.0,0.029,0.259,0.42052,11,34,45
MFAP4_HUMAN,0.583,0.636,0.706,1.0,0.088,-0.298,0.42052,11,34,45
