Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
DNJB4_HUMAN,0.632,0.878,0.455,0.976,0.182,-0.449,0.186183,41,11,52
KVD21_HUMAN,0.63,0.488,0.818,0.976,0.091,0.605,0.193756,41,11,52
CBR3_HUMAN,0.63,0.805,0.545,0.951,0.273,0.613,0.193756,41,11,52
PDPK1_HUMAN,0.63,0.683,0.636,1.0,0.091,0.308,0.193756,41,11,52
AL1A2_HUMAN,0.63,0.659,0.727,1.0,0.0,0.777,0.193756,41,11,52
TYDP2_HUMAN,0.63,0.927,0.364,1.0,0.273,-0.323,0.193756,41,11,52
ITB1_HUMAN,0.63,0.585,0.727,1.0,0.0,0.26,0.193756,41,11,52
APOA2_HUMAN,0.63,0.902,0.364,1.0,0.0,-0.399,0.193756,41,11,52
PTPRC_HUMAN,0.63,0.659,0.636,1.0,0.0,0.414,0.193756,41,11,52
RL10_HUMAN,0.63,0.683,0.636,0.976,0.273,-0.449,0.193756,41,11,52
CH3L1_HUMAN,0.63,0.463,0.818,0.951,0.182,0.795,0.193756,41,11,52
HNMT_HUMAN,0.63,0.829,0.545,0.951,0.091,0.451,0.193756,41,11,52
TPD52_HUMAN,0.63,0.512,0.818,0.976,0.091,-0.326,0.193756,41,11,52
APLP2_HUMAN,0.63,0.976,0.273,0.976,0.273,0.537,0.193756,41,11,52
NOLC1_HUMAN,0.63,0.659,0.727,1.0,0.0,-0.262,0.193756,41,11,52
QORX_HUMAN,0.63,0.61,0.727,1.0,0.0,0.414,0.193756,41,11,52
UBR1_HUMAN,0.63,0.561,0.818,0.951,0.091,0.337,0.193756,41,11,52
UBXN4_HUMAN,0.63,0.634,0.727,0.951,0.182,0.293,0.193756,41,11,52
MTND_HUMAN,0.63,0.293,1.0,0.951,0.182,-0.43,0.193756,41,11,52
SKI8_HUMAN,0.63,0.561,0.727,1.0,0.091,0.433,0.193756,41,11,52
LNP_HUMAN,0.63,0.537,0.727,1.0,0.091,0.283,0.193756,41,11,52
SAR1A_HUMAN,0.63,0.561,0.727,0.976,0.091,-0.29,0.193756,41,11,52
MA2C1_HUMAN,0.63,0.488,0.818,1.0,0.0,-0.348,0.193756,41,11,52
S39AA_HUMAN,0.63,0.341,1.0,0.976,0.182,0.363,0.193756,41,11,52
IGLC7_HUMAN,0.627,0.585,0.727,1.0,0.0,-0.264,0.201552,41,11,52
SHOT1_HUMAN,0.627,0.878,0.455,1.0,0.091,0.588,0.201552,41,11,52
IMA4_HUMAN,0.627,0.756,0.636,0.951,0.182,-0.348,0.201552,41,11,52
SDCB1_HUMAN,0.627,0.293,1.0,0.951,0.182,0.619,0.201552,41,11,52
TGON2_HUMAN,0.627,0.512,0.818,0.976,0.091,0.302,0.201552,41,11,52
APOL1_HUMAN,0.627,0.78,0.545,0.976,0.091,-0.484,0.201552,41,11,52
STK10_HUMAN,0.627,0.634,0.727,1.0,0.0,0.182,0.201552,41,11,52
SC31A_HUMAN,0.627,0.854,0.455,0.976,0.091,0.448,0.201552,41,11,52
FMNL1_HUMAN,0.627,0.634,0.727,0.976,0.091,0.276,0.201552,41,11,52
PLST_HUMAN,0.627,0.976,0.273,0.976,0.273,-0.404,0.201552,41,11,52
CO5_HUMAN,0.627,0.317,1.0,1.0,0.0,-0.522,0.201552,41,11,52
KNG1_HUMAN,0.627,0.512,0.909,1.0,0.0,-0.266,0.201552,41,11,52
AT1B1_HUMAN,0.627,0.854,0.455,1.0,0.0,0.393,0.201552,41,11,52
SAA2_HUMAN,0.627,0.415,0.909,0.951,0.182,-0.795,0.201552,41,11,52
EPB41_HUMAN,0.627,0.512,0.818,0.976,0.091,-0.334,0.201552,41,11,52
UMPS_HUMAN,0.627,0.78,0.545,0.951,0.182,-0.183,0.201552,41,11,52
NAGAB_HUMAN,0.627,0.756,0.545,0.976,0.273,-0.5,0.201552,41,11,52
RCC1_HUMAN,0.627,0.927,0.545,0.951,0.455,-0.468,0.201552,41,11,52
IBP6_HUMAN,0.627,0.683,0.727,0.951,0.091,-0.181,0.201552,41,11,52
CALL3_HUMAN,0.627,0.415,0.909,1.0,0.0,0.315,0.201552,41,11,52
AK1C3_HUMAN,0.627,0.659,0.727,1.0,0.0,0.553,0.201552,41,11,52
YLPM1_HUMAN,0.627,0.683,0.636,0.951,0.182,0.421,0.201552,41,11,52
CSN2_HUMAN,0.627,0.732,0.545,1.0,0.091,-0.291,0.201552,41,11,52
STRN3_HUMAN,0.627,0.927,0.364,0.951,0.273,-0.407,0.201552,41,11,52
EIF3A_HUMAN,0.627,0.366,0.909,0.951,0.273,-0.376,0.201552,41,11,52
NAA25_HUMAN,0.627,0.829,0.545,0.976,0.182,-0.398,0.201552,41,11,52
PI16_HUMAN,0.627,0.707,0.636,1.0,0.0,-0.271,0.201552,41,11,52
ARPIN_HUMAN,0.627,0.39,0.909,0.976,0.091,0.343,0.201552,41,11,52
SUMF2_HUMAN,0.627,0.878,0.364,0.976,0.182,0.645,0.201552,41,11,52
THIC_HUMAN,0.627,0.463,0.909,1.0,0.0,-0.273,0.201552,41,11,52
AP1M1_HUMAN,0.627,1.0,0.273,1.0,0.273,-0.412,0.201552,41,11,52
DCTP1_HUMAN,0.627,0.585,0.818,1.0,0.0,-0.367,0.201552,41,11,52
CRAC1_HUMAN,0.627,0.634,0.636,1.0,0.0,-0.402,0.201552,41,11,52
RN181_HUMAN,0.627,0.854,0.455,1.0,0.0,-0.479,0.201552,41,11,52
FAF1_HUMAN,0.627,0.341,1.0,1.0,0.091,-0.354,0.201552,41,11,52
BAIP2_HUMAN,0.627,0.78,0.545,0.976,0.182,0.559,0.201552,41,11,52
SAMH1_HUMAN,0.627,0.61,0.727,1.0,0.091,0.506,0.201552,41,11,52
TNPO3_HUMAN,0.627,0.854,0.545,1.0,0.091,-0.246,0.201552,41,11,52
SNX9_HUMAN,0.627,0.927,0.364,0.976,0.182,0.373,0.201552,41,11,52
PDCD5_HUMAN,0.625,0.366,0.909,0.951,0.182,-0.546,0.209575,41,11,52
LV319_HUMAN,0.625,0.463,0.818,0.951,0.273,-0.311,0.209575,41,11,52
CATG_HUMAN,0.625,0.488,0.818,0.951,0.182,0.785,0.209575,41,11,52
IGK_HUMAN,0.625,0.537,0.909,1.0,0.0,-0.235,0.209575,41,11,52
TPP2_HUMAN,0.625,0.683,0.636,0.951,0.091,-0.341,0.209575,41,11,52
BASP1_HUMAN,0.625,0.512,0.818,0.976,0.091,0.335,0.209575,41,11,52
HMCS1_HUMAN,0.625,0.537,0.818,1.0,0.091,-0.478,0.209575,41,11,52
MTM1_HUMAN,0.625,0.39,0.909,1.0,0.091,0.275,0.209575,41,11,52
DNJC3_HUMAN,0.625,0.927,0.364,0.951,0.273,0.325,0.209575,41,11,52
ITIH4_HUMAN,0.625,0.683,0.636,0.976,0.091,-0.36,0.209575,41,11,52
PEA15_HUMAN,0.625,0.366,0.909,0.976,0.182,0.417,0.209575,41,11,52
CYBR1_HUMAN,0.625,0.829,0.545,0.951,0.182,0.636,0.209575,41,11,52
PACS1_HUMAN,0.625,0.244,1.0,0.951,0.182,0.379,0.209575,41,11,52
MYH14_HUMAN,0.625,0.829,0.455,1.0,0.182,0.641,0.209575,41,11,52
CARM1_HUMAN,0.625,0.707,0.545,0.976,0.182,-0.425,0.209575,41,11,52
ERGI1_HUMAN,0.625,0.951,0.364,0.951,0.364,0.606,0.209565,41,11,52
DDRGK_HUMAN,0.625,0.829,0.455,1.0,0.182,0.438,0.209575,41,11,52
UBP47_HUMAN,0.625,0.488,0.818,0.976,0.182,-0.438,0.209575,41,11,52
ERBIN_HUMAN,0.625,0.366,0.909,1.0,0.182,0.432,0.209575,41,11,52
NDRG3_HUMAN,0.625,0.585,0.636,1.0,0.182,-0.456,0.209575,41,11,52
PPIH_HUMAN,0.623,0.756,0.545,0.976,0.182,0.432,0.217826,41,11,52
IF2P_HUMAN,0.623,0.951,0.364,0.951,0.364,-0.257,0.217826,41,11,52
ZC11A_HUMAN,0.623,0.707,0.636,0.951,0.182,0.322,0.217826,41,11,52
PSD12_HUMAN,0.623,0.488,0.818,0.951,0.182,-0.316,0.217826,41,11,52
CSTN1_HUMAN,0.623,0.463,0.818,1.0,0.0,-0.278,0.217826,41,11,52
PMGE_HUMAN,0.623,0.585,0.727,0.976,0.182,-0.58,0.217826,41,11,52
MCM2_HUMAN,0.623,0.732,0.545,1.0,0.091,-0.645,0.217826,41,11,52
MSH6_HUMAN,0.623,0.805,0.545,1.0,0.182,-0.579,0.217826,41,11,52
EIF3B_HUMAN,0.623,0.805,0.455,1.0,0.182,-0.413,0.217826,41,11,52
NAA20_HUMAN,0.623,0.561,0.727,1.0,0.091,-0.308,0.217826,41,11,52
RL19_HUMAN,0.623,0.756,0.636,0.976,0.182,-0.425,0.217826,41,11,52
H33_HUMAN,0.623,0.561,0.818,0.976,0.091,-0.588,0.217826,41,11,52
PSMD2_HUMAN,0.623,0.902,0.455,1.0,0.091,-0.363,0.217826,41,11,52
MAP7_HUMAN,0.623,1.0,0.273,1.0,0.273,0.721,0.217826,41,11,52
DAG1_HUMAN,0.623,0.878,0.455,0.951,0.273,0.388,0.217826,41,11,52
TNG2_HUMAN,0.623,0.878,0.545,0.976,0.091,-0.289,0.217826,41,11,52
NAA15_HUMAN,0.623,0.683,0.636,0.976,0.273,-0.307,0.217826,41,11,52
ORN_HUMAN,0.623,0.463,1.0,1.0,0.0,0.24,0.217826,41,11,52
FARP1_HUMAN,0.623,0.293,1.0,0.951,0.182,0.433,0.217826,41,11,52
PSDE_HUMAN,0.621,0.585,0.727,0.951,0.182,-0.228,0.226308,41,11,52
MA2B1_HUMAN,0.621,0.756,0.545,1.0,0.091,-0.329,0.226308,41,11,52
TPD54_HUMAN,0.621,0.341,1.0,0.976,0.091,-0.314,0.226308,41,11,52
MOT4_HUMAN,0.621,0.39,0.909,0.951,0.182,-0.546,0.226308,41,11,52
ZW10_HUMAN,0.621,0.732,0.545,1.0,0.182,-0.338,0.226308,41,11,52
RLA0_HUMAN,0.621,0.805,0.455,1.0,0.182,-0.394,0.226308,41,11,52
RET4_HUMAN,0.621,0.78,0.636,1.0,0.0,-0.193,0.226308,41,11,52
THIK_HUMAN,0.621,0.512,0.818,1.0,0.091,-0.342,0.226308,41,11,52
COX41_HUMAN,0.621,0.537,0.818,0.976,0.091,0.422,0.226308,41,11,52
HMGA1_HUMAN,0.621,0.951,0.364,0.951,0.364,-0.416,0.226308,41,11,52
SAP3_HUMAN,0.621,0.902,0.364,1.0,0.182,0.388,0.226308,41,11,52
E2AK2_HUMAN,0.621,0.805,0.455,0.976,0.182,-0.356,0.226308,41,11,52
PON1_HUMAN,0.621,0.293,1.0,0.951,0.091,-0.464,0.226308,41,11,52
P85A_HUMAN,0.621,0.463,0.818,1.0,0.091,0.332,0.226308,41,11,52
PEBP1_HUMAN,0.621,0.341,0.909,0.951,0.273,0.396,0.226308,41,11,52
RADI_HUMAN,0.621,0.512,0.818,1.0,0.091,0.355,0.226308,41,11,52
MTHR_HUMAN,0.621,0.756,0.636,1.0,0.0,-0.209,0.226308,41,11,52
SSRA_HUMAN,0.621,0.585,0.727,0.951,0.091,0.243,0.226308,41,11,52
PAPOA_HUMAN,0.621,0.927,0.455,0.976,0.364,-0.389,0.226308,41,11,52
UB2L3_HUMAN,0.621,0.829,0.455,0.951,0.273,-0.356,0.226308,41,11,52
PI42B_HUMAN,0.621,0.951,0.364,0.951,0.364,0.471,0.226308,41,11,52
ZO1_HUMAN,0.621,0.463,0.818,1.0,0.182,0.35,0.226308,41,11,52
B2CL1_HUMAN,0.621,0.463,0.818,0.976,0.182,-0.311,0.226308,41,11,52
APOF_HUMAN,0.621,0.341,1.0,0.951,0.182,-0.481,0.226308,41,11,52
RN213_HUMAN,0.621,0.854,0.455,0.976,0.182,-0.37,0.226308,41,11,52
NBEL2_HUMAN,0.621,0.854,0.455,1.0,0.0,0.323,0.226308,41,11,52
PK3C3_HUMAN,0.621,0.366,0.909,0.951,0.273,-0.386,0.226308,41,11,52
TBCD5_HUMAN,0.621,0.805,0.455,0.951,0.273,-0.282,0.226308,41,11,52
GLMN_HUMAN,0.621,0.537,0.727,1.0,0.182,-0.388,0.226308,41,11,52
SCRN2_HUMAN,0.621,0.293,1.0,0.951,0.182,0.345,0.226308,41,11,52
FUCO2_HUMAN,0.621,0.659,0.636,1.0,0.091,-0.317,0.226308,41,11,52
PHS2_HUMAN,0.621,0.439,0.909,1.0,0.0,0.235,0.226298,41,11,52
RBSK_HUMAN,0.621,0.683,0.636,0.976,0.182,0.51,0.226308,41,11,52
EMAL4_HUMAN,0.621,0.805,0.545,1.0,0.273,-0.344,0.226308,41,11,52
LUC7L_HUMAN,0.621,0.878,0.455,0.951,0.273,-0.47,0.226308,41,11,52
BIRC6_HUMAN,0.621,0.927,0.364,0.976,0.091,-0.303,0.226308,41,11,52
CDV3_HUMAN,0.621,0.854,0.455,0.951,0.182,-0.418,0.226308,41,11,52
HECD1_HUMAN,0.621,0.829,0.455,1.0,0.182,-0.374,0.226308,41,11,52
UB2D4_HUMAN,0.621,0.366,0.909,0.976,0.182,0.415,0.226308,41,11,52
PGP_HUMAN,0.619,0.561,0.727,0.951,0.091,-0.333,0.235023,41,11,52
AGRIN_HUMAN,0.619,0.854,0.455,0.951,0.273,0.821,0.235023,41,11,52
ISLR_HUMAN,0.619,0.537,0.727,0.951,0.182,0.447,0.235023,41,11,52
U3IP2_HUMAN,0.619,0.854,0.545,1.0,0.364,-0.459,0.235023,41,11,52
PLIN3_HUMAN,0.619,0.244,1.0,0.951,0.273,0.425,0.235023,41,11,52
PLMN_HUMAN,0.619,0.439,0.909,1.0,0.0,-0.347,0.235023,41,11,52
APOB_HUMAN,0.619,0.805,0.545,1.0,0.0,-0.559,0.235023,41,11,52
PROS_HUMAN,0.619,0.61,0.636,1.0,0.091,-0.462,0.235023,41,11,52
RAE1_HUMAN,0.619,0.634,0.636,1.0,0.091,-0.356,0.235023,41,11,52
RL4_HUMAN,0.619,0.634,0.636,0.976,0.273,-0.372,0.235023,41,11,52
AN32A_HUMAN,0.619,0.61,0.727,1.0,0.0,-0.215,0.235023,41,11,52
UTRN_HUMAN,0.619,0.659,0.636,0.976,0.091,0.275,0.235023,41,11,52
ARRB1_HUMAN,0.619,0.415,0.909,1.0,0.0,0.232,0.235023,41,11,52
DHB4_HUMAN,0.619,0.659,0.636,1.0,0.0,0.273,0.235023,41,11,52
ROA3_HUMAN,0.619,0.707,0.636,0.976,0.182,0.45,0.235023,41,11,52
EIF3E_HUMAN,0.619,0.805,0.455,0.951,0.273,-0.351,0.235023,41,11,52
PGBM_HUMAN,0.619,0.634,0.636,0.976,0.273,0.579,0.235023,41,11,52
PRS8_HUMAN,0.619,0.902,0.455,0.976,0.182,-0.284,0.235023,41,11,52
DYL1_HUMAN,0.619,0.634,0.636,1.0,0.091,0.241,0.235023,41,11,52
FKBP4_HUMAN,0.619,0.951,0.455,0.951,0.455,-0.483,0.235023,41,11,52
LMNB2_HUMAN,0.619,0.61,0.636,0.951,0.182,-0.347,0.235023,41,11,52
SSBP_HUMAN,0.619,0.707,0.545,0.976,0.091,-0.356,0.235023,41,11,52
DPYD_HUMAN,0.619,0.756,0.636,0.951,0.364,-0.361,0.235023,41,11,52
ILF2_HUMAN,0.619,0.951,0.455,0.951,0.455,-0.386,0.235023,41,11,52
STK3_HUMAN,0.619,0.537,0.727,0.976,0.273,-0.209,0.235013,41,11,52
MCM6_HUMAN,0.619,0.683,0.545,1.0,0.091,-0.619,0.235023,41,11,52
2A5D_HUMAN,0.619,0.585,0.727,0.951,0.091,0.24,0.235023,41,11,52
RABL6_HUMAN,0.619,0.732,0.545,1.0,0.182,0.325,0.235023,41,11,52
STRP1_HUMAN,0.619,0.78,0.545,1.0,0.091,-0.288,0.235023,41,11,52
EIF3M_HUMAN,0.619,0.78,0.545,0.976,0.182,-0.266,0.235023,41,11,52
GET4_HUMAN,0.619,0.463,0.818,0.976,0.273,-0.346,0.235023,41,11,52
HS105_HUMAN,0.619,0.902,0.545,0.951,0.273,-0.404,0.235023,41,11,52
UFD1_HUMAN,0.619,0.951,0.364,0.951,0.364,-0.282,0.235023,41,11,52
UBA5_HUMAN,0.619,0.732,0.636,1.0,0.182,-0.277,0.235023,41,11,52
EXOC1_HUMAN,0.619,0.78,0.545,0.951,0.182,0.356,0.235023,41,11,52
TMOD3_HUMAN,0.619,0.805,0.455,0.951,0.273,0.324,0.235023,41,11,52
UGGG1_HUMAN,0.619,0.732,0.545,0.951,0.182,-0.311,0.235023,41,11,52
BABA2_HUMAN,0.619,0.341,0.909,0.951,0.182,-0.327,0.235023,41,11,52
TRMB_HUMAN,0.619,0.951,0.455,0.951,0.455,-0.37,0.235023,41,11,52
HV349_HUMAN,0.616,0.439,0.909,1.0,0.0,-0.348,0.243974,41,11,52
USO1_HUMAN,0.616,0.463,0.818,0.951,0.091,-0.191,0.243974,41,11,52
KAP2_HUMAN,0.616,0.366,0.909,0.951,0.182,0.314,0.243974,41,11,52
RAC2_HUMAN,0.616,0.683,0.636,1.0,0.091,0.283,0.243974,41,11,52
HPRT_HUMAN,0.616,0.561,0.818,0.951,0.091,-0.239,0.243974,41,11,52
LV327_HUMAN,0.616,0.78,0.455,0.951,0.182,-0.527,0.243974,41,11,52
CDK1_HUMAN,0.616,0.829,0.545,1.0,0.273,-0.522,0.243974,41,11,52
HYEP_HUMAN,0.616,0.561,0.727,0.976,0.182,0.599,0.243974,41,11,52
CFAH_HUMAN,0.616,0.585,0.727,1.0,0.0,-0.362,0.243974,41,11,52
PPAL_HUMAN,0.616,0.829,0.545,0.976,0.273,-0.116,0.243974,41,11,52
NFKB1_HUMAN,0.616,0.902,0.364,0.951,0.182,0.353,0.243974,41,11,52
SCP2_HUMAN,0.616,0.659,0.636,0.976,0.091,0.346,0.243974,41,11,52
MARCS_HUMAN,0.616,0.829,0.455,0.951,0.091,0.227,0.243974,41,11,52
COR1A_HUMAN,0.616,0.512,0.818,0.951,0.182,0.379,0.243974,41,11,52
PRDX2_HUMAN,0.616,0.463,0.818,0.951,0.182,-0.328,0.243974,41,11,52
RL35_HUMAN,0.616,0.61,0.727,1.0,0.091,-0.335,0.243974,41,11,52
MASP1_HUMAN,0.616,0.78,0.455,1.0,0.0,-0.407,0.243974,41,11,52
CASP4_HUMAN,0.616,0.683,0.636,0.951,0.273,0.428,0.243974,41,11,52
SPHM_HUMAN,0.616,0.902,0.455,0.951,0.273,-0.312,0.243974,41,11,52
RAP2B_HUMAN,0.616,0.561,0.727,0.976,0.091,0.229,0.243974,41,11,52
RBM3_HUMAN,0.616,0.415,0.818,1.0,0.182,0.57,0.243974,41,11,52
ANK2_HUMAN,0.616,0.512,0.727,0.951,0.091,0.222,0.243974,41,11,52
RAP1A_HUMAN,0.616,0.317,1.0,1.0,0.091,0.207,0.243974,41,11,52
PP2BA_HUMAN,0.616,0.756,0.545,1.0,0.091,0.032,0.243974,41,11,52
QOR_HUMAN,0.616,0.561,0.727,1.0,0.182,0.397,0.243974,41,11,52
BST1_HUMAN,0.616,0.366,0.909,1.0,0.091,0.567,0.243974,41,11,52
EIF3I_HUMAN,0.616,0.366,0.909,1.0,0.182,-0.34,0.243974,41,11,52
IF16_HUMAN,0.616,0.634,0.636,0.951,0.182,0.465,0.243974,41,11,52
FA98B_HUMAN,0.616,0.366,0.909,1.0,0.091,0.429,0.243974,41,11,52
TKFC_HUMAN,0.616,0.585,0.727,1.0,0.0,0.241,0.243974,41,11,52
VP13C_HUMAN,0.616,0.756,0.545,0.951,0.182,0.332,0.243974,41,11,52
CSN5_HUMAN,0.616,0.634,0.636,1.0,0.091,-0.293,0.243974,41,11,52
RMD1_HUMAN,0.616,0.61,0.727,1.0,0.091,-0.315,0.243974,41,11,52
CNDP2_HUMAN,0.616,0.927,0.364,0.951,0.273,0.407,0.243974,41,11,52
MMS19_HUMAN,0.616,0.829,0.455,1.0,0.182,-0.384,0.243974,41,11,52
PFD5_HUMAN,0.616,0.293,1.0,0.951,0.091,-0.321,0.243974,41,11,52
CSN4_HUMAN,0.616,0.805,0.455,1.0,0.091,-0.32,0.243974,41,11,52
URM1_HUMAN,0.616,0.512,0.818,0.951,0.091,0.413,0.243974,41,11,52
TBA4B_HUMAN,0.616,0.585,0.636,1.0,0.182,-0.509,0.243974,41,11,52
GEPH_HUMAN,0.616,0.512,0.818,1.0,0.091,-0.345,0.243974,41,11,52
EVL_HUMAN,0.616,0.512,0.818,0.976,0.091,0.339,0.243974,41,11,52
CLC11_HUMAN,0.616,0.585,0.818,0.951,0.091,0.523,0.243974,41,11,52
PHOCN_HUMAN,0.616,0.317,1.0,0.976,0.182,-0.442,0.243974,41,11,52
TMED7_HUMAN,0.616,0.829,0.455,0.951,0.273,0.457,0.243974,41,11,52
HV118_HUMAN,0.614,0.732,0.636,1.0,0.0,-0.273,0.253161,41,11,52
CO3_BOVIN,0.614,0.39,0.909,0.951,0.091,-0.492,0.253161,41,11,52
HPT_HUMAN,0.614,0.537,0.818,1.0,0.091,-0.263,0.253161,41,11,52
CYTA_HUMAN,0.614,0.39,0.909,0.951,0.091,0.598,0.253161,41,11,52
CO1A1_HUMAN,0.614,0.244,1.0,1.0,0.0,0.504,0.253161,41,11,52
APOH_HUMAN,0.614,0.683,0.636,1.0,0.0,-0.343,0.253161,41,11,52
HEMO_HUMAN,0.614,0.537,0.818,1.0,0.0,-0.182,0.253161,41,11,52
IGLL1_HUMAN,0.614,0.805,0.455,1.0,0.0,-0.308,0.253161,41,11,52
PP2BB_HUMAN,0.614,0.415,0.909,0.976,0.091,-0.222,0.253161,41,11,52
GALNS_HUMAN,0.614,0.561,0.818,0.976,0.182,-0.368,0.253161,41,11,52
DEK_HUMAN,0.614,0.756,0.636,0.951,0.273,-0.234,0.253161,41,11,52
RL13A_HUMAN,0.614,0.829,0.455,1.0,0.091,-0.429,0.253161,41,11,52
UBA7_HUMAN,0.614,0.756,0.545,1.0,0.182,0.353,0.253161,41,11,52
HD_HUMAN,0.614,0.39,0.909,1.0,0.0,-0.206,0.253161,41,11,52
CBX5_HUMAN,0.614,0.829,0.636,0.976,0.364,-0.209,0.253161,41,11,52
NASP_HUMAN,0.614,0.732,0.636,0.976,0.182,-0.414,0.253161,41,11,52
CAMP_HUMAN,0.614,0.512,0.727,0.951,0.182,0.782,0.253161,41,11,52
PLCB3_HUMAN,0.614,0.244,1.0,0.951,0.182,0.351,0.253161,41,11,52
LTOR4_HUMAN,0.614,0.39,0.909,1.0,0.091,0.275,0.253161,41,11,52
ARHG5_HUMAN,0.614,0.927,0.364,0.976,0.273,0.599,0.253161,41,11,52
TBCE_HUMAN,0.614,0.756,0.545,0.976,0.091,-0.293,0.253161,41,11,52
STXB2_HUMAN,0.614,0.951,0.273,0.951,0.273,0.481,0.253161,41,11,52
WIPI3_HUMAN,0.614,0.61,0.727,1.0,0.182,0.384,0.253161,41,11,52
UBR4_HUMAN,0.614,0.854,0.455,0.951,0.182,-0.375,0.253161,41,11,52
NEDD1_HUMAN,0.614,0.756,0.636,0.951,0.182,0.15,0.253161,41,11,52
NEK7_HUMAN,0.614,0.756,0.545,1.0,0.0,-0.162,0.253161,41,11,52
TRI56_HUMAN,0.614,0.585,0.636,0.976,0.182,0.406,0.253161,41,11,52
BOLA2_HUMAN,0.614,0.268,1.0,0.951,0.182,-0.391,0.253161,41,11,52
UBQL4_HUMAN,0.614,0.317,1.0,0.951,0.091,-0.305,0.253161,41,11,52
DJB11_HUMAN,0.614,0.317,0.909,0.951,0.182,-0.324,0.253161,41,11,52
PFD2_HUMAN,0.614,0.659,0.636,0.951,0.091,-0.306,0.253161,41,11,52
JUPI1_HUMAN,0.614,0.756,0.545,1.0,0.0,-0.434,0.253161,41,11,52
IF2A_HUMAN,0.612,0.756,0.545,1.0,0.182,-0.178,0.262586,41,11,52
BCL10_HUMAN,0.612,0.341,1.0,1.0,0.091,0.379,0.262586,41,11,52
LV657_HUMAN,0.612,0.683,0.636,0.951,0.091,-0.455,0.262586,41,11,52
FRIL_HUMAN,0.612,0.39,0.909,1.0,0.091,-0.676,0.262586,41,11,52
CO2_HUMAN,0.612,0.561,0.727,1.0,0.0,-0.34,0.262586,41,11,52
H2AV_HUMAN;H2AZ_HUMAN,0.612,0.902,0.364,0.976,0.273,-0.289,0.262586,41,11,52
LAMP2_HUMAN,0.612,0.805,0.545,0.951,0.182,0.198,0.262586,41,11,52
STMN1_HUMAN,0.612,0.366,0.909,0.951,0.091,-0.408,0.262586,41,11,52
RL7_HUMAN,0.612,0.951,0.455,0.951,0.455,-0.286,0.262586,41,11,52
DNLI1_HUMAN,0.612,0.976,0.273,0.976,0.273,-0.493,0.262586,41,11,52
ITIH2_HUMAN,0.612,0.805,0.455,1.0,0.0,-0.413,0.262586,41,11,52
GPX3_HUMAN,0.612,0.732,0.636,0.951,0.182,-0.275,0.262586,41,11,52
F10A1_HUMAN,0.612,0.268,1.0,0.951,0.091,-0.286,0.262586,41,11,52
ACTB_HUMAN,0.612,0.537,0.727,0.951,0.273,-0.154,0.262586,41,11,52
SPTB2_HUMAN,0.612,0.415,0.909,0.951,0.182,-0.354,0.262586,41,11,52
SRSF9_HUMAN,0.612,0.732,0.545,1.0,0.182,0.368,0.262586,41,11,52
C2D1A_HUMAN,0.612,0.829,0.455,1.0,0.091,0.317,0.262586,41,11,52
CYFP1_HUMAN,0.612,0.561,0.818,0.951,0.091,0.11,0.262586,41,11,52
STMN2_HUMAN,0.612,0.854,0.455,0.951,0.091,-0.389,0.262586,41,11,52
GNA1_HUMAN,0.612,0.902,0.364,0.976,0.273,0.431,0.262586,41,11,52
IWS1_HUMAN,0.612,0.61,0.727,0.976,0.091,-0.258,0.262586,41,11,52
VAT1_HUMAN,0.612,0.927,0.364,0.976,0.182,-0.354,0.262586,41,11,52
TIRR_HUMAN,0.612,0.951,0.273,0.951,0.273,-0.395,0.262586,41,11,52
NIF3L_HUMAN,0.612,0.463,0.909,1.0,0.0,-0.163,0.262586,41,11,52
PARVA_HUMAN,0.612,0.415,0.818,0.976,0.182,0.44,0.262586,41,11,52
SHLB1_HUMAN,0.612,0.488,0.818,0.976,0.091,0.269,0.262586,41,11,52
RL36_HUMAN,0.612,0.732,0.545,0.976,0.182,-0.43,0.262586,41,11,52
HV373_HUMAN,0.61,0.707,0.636,1.0,0.0,-0.254,0.272251,41,11,52
K2C75_HUMAN,0.61,0.293,1.0,1.0,0.0,0.714,0.272251,41,11,52
PDCD6_HUMAN,0.61,0.732,0.636,0.951,0.091,0.186,0.272251,41,11,52
HV330_HUMAN;HVC05_HUMAN,0.61,0.366,1.0,0.976,0.091,-0.518,0.272251,41,11,52
B3AT_HUMAN,0.61,0.488,0.818,0.951,0.091,-0.515,0.272251,41,11,52
RAF1_HUMAN,0.61,0.756,0.545,0.976,0.273,-0.276,0.272251,41,11,52
CSF1R_HUMAN,0.61,0.61,0.636,0.951,0.273,0.34,0.272251,41,11,52
ITIH1_HUMAN,0.61,0.268,1.0,1.0,0.0,-0.37,0.272251,41,11,52
EST1_HUMAN,0.61,0.707,0.545,0.951,0.182,-0.593,0.272251,41,11,52
CATS_HUMAN,0.61,0.585,0.636,1.0,0.182,0.61,0.272251,41,11,52
DCK_HUMAN,0.61,1.0,0.273,1.0,0.273,-0.416,0.272251,41,11,52
TMOD1_HUMAN,0.61,0.463,0.818,1.0,0.091,0.488,0.272251,41,11,52
ECHM_HUMAN,0.61,0.829,0.455,1.0,0.0,-0.337,0.272251,41,11,52
RL9_HUMAN,0.61,0.951,0.455,0.951,0.455,-0.333,0.272251,41,11,52
