Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
SETD3_HUMAN,0.59,0.286,0.947,1.0,0.0,0.162,0.327126,14,38,52
URP2_HUMAN,0.59,0.5,0.816,1.0,0.0,-0.169,0.327126,14,38,52
NANP_HUMAN,0.59,0.571,0.816,1.0,0.026,0.206,0.327126,14,38,52
CAPAM_HUMAN,0.59,0.429,1.0,1.0,0.0,0.213,0.327126,14,38,52
PARVA_HUMAN,0.59,0.786,0.421,1.0,0.105,-0.338,0.327126,14,38,52
MAT2B_HUMAN,0.59,0.643,0.605,1.0,0.053,-0.166,0.327126,14,38,52
ATX10_HUMAN,0.59,0.357,0.921,1.0,0.026,0.286,0.327126,14,38,52
NRBP_HUMAN,0.59,0.857,0.368,1.0,0.105,0.301,0.327126,14,38,52
UFC1_HUMAN,0.59,0.5,0.711,1.0,0.184,-0.286,0.327115,14,38,52
RTCB_HUMAN,0.59,0.429,0.842,1.0,0.0,-0.212,0.327126,14,38,52
MANBA_HUMAN,0.588,0.5,0.737,1.0,0.132,-0.319,0.337413,14,38,52
KV311_HUMAN;KVD11_HUMAN,0.588,0.714,0.579,1.0,0.0,0.189,0.337413,14,38,52
BUB3_HUMAN,0.588,0.429,0.842,1.0,0.0,-0.184,0.337413,14,38,52
SRGP2_HUMAN,0.588,0.714,0.632,1.0,0.0,0.259,0.337413,14,38,52
F13B_HUMAN,0.588,0.714,0.5,1.0,0.079,0.314,0.337413,14,38,52
SODC_HUMAN,0.588,0.929,0.342,1.0,0.053,0.157,0.337413,14,38,52
PYRG1_HUMAN,0.588,0.929,0.395,1.0,0.105,0.366,0.337413,14,38,52
ZA2G_HUMAN,0.588,0.571,0.711,1.0,0.026,0.166,0.337413,14,38,52
TRY3_HUMAN,0.588,0.857,0.395,1.0,0.132,0.156,0.337413,14,38,52
MAOX_HUMAN,0.588,0.643,0.658,1.0,0.026,0.197,0.337413,14,38,52
AL7A1_HUMAN,0.588,0.857,0.342,1.0,0.0,-0.25,0.337413,14,38,52
PHS_HUMAN,0.588,0.714,0.579,1.0,0.132,-0.44,0.337413,14,38,52
PRS8_HUMAN,0.588,0.357,0.895,1.0,0.026,0.238,0.337413,14,38,52
PTN12_HUMAN,0.588,0.571,0.684,1.0,0.105,-0.22,0.337413,14,38,52
SF3A3_HUMAN,0.588,0.5,0.842,1.0,0.026,-0.223,0.337413,14,38,52
TRAP1_HUMAN,0.588,0.357,0.895,1.0,0.079,0.225,0.337413,14,38,52
LASP1_HUMAN,0.588,0.929,0.342,1.0,0.263,0.228,0.337413,14,38,52
ELOC_HUMAN,0.588,0.643,0.605,1.0,0.132,0.235,0.337413,14,38,52
H1BP3_HUMAN,0.588,0.571,0.658,1.0,0.0,-0.134,0.337413,14,38,52
UBR4_HUMAN,0.588,0.5,0.763,1.0,0.105,0.314,0.337413,14,38,52
FHI2A_HUMAN,0.588,0.786,0.526,1.0,0.053,-0.165,0.337413,14,38,52
TNG2_HUMAN,0.588,0.429,0.868,1.0,0.0,0.262,0.337413,14,38,52
C163A_HUMAN,0.588,0.786,0.421,1.0,0.026,-0.201,0.337413,14,38,52
ZCH18_HUMAN,0.588,0.286,0.947,1.0,0.079,-0.263,0.337413,14,38,52
AEBP1_HUMAN,0.588,0.429,0.868,1.0,0.053,0.352,0.337413,14,38,52
CCAR1_HUMAN,0.588,0.429,0.921,1.0,0.0,-0.349,0.337413,14,38,52
LEO1_HUMAN,0.588,0.571,0.737,1.0,0.026,-0.213,0.337413,14,38,52
CK5P3_HUMAN,0.588,0.643,0.579,1.0,0.105,-0.382,0.337413,14,38,52
CCD43_HUMAN,0.588,0.643,0.632,1.0,0.105,-0.256,0.337413,14,38,52
PITH1_HUMAN,0.588,0.643,0.605,1.0,0.158,0.179,0.337413,14,38,52
RANB3_HUMAN,0.588,0.643,0.605,1.0,0.0,-0.193,0.337413,14,38,52
CD248_HUMAN,0.588,0.643,0.632,1.0,0.026,-0.213,0.337413,14,38,52
BIG1_HUMAN,0.588,0.714,0.605,1.0,0.053,0.224,0.337413,14,38,52
N4BP1_HUMAN,0.586,0.357,0.921,1.0,0.0,-0.061,0.347905,14,38,52
PR40A_HUMAN,0.586,0.571,0.711,1.0,0.0,-0.317,0.347905,14,38,52
ADA_HUMAN,0.586,0.214,1.0,1.0,0.053,0.463,0.347905,14,38,52
HS90A_HUMAN,0.586,0.571,0.684,1.0,0.053,0.199,0.347905,14,38,52
GALT_HUMAN,0.586,0.714,0.5,1.0,0.026,0.162,0.347905,14,38,52
AGAL_HUMAN,0.586,0.714,0.5,1.0,0.158,-0.309,0.347905,14,38,52
YBOX3_HUMAN,0.586,0.571,0.711,1.0,0.026,-0.336,0.347905,14,38,52
TYPH_HUMAN,0.586,0.786,0.526,1.0,0.0,-0.088,0.347905,14,38,52
IF4A3_HUMAN,0.586,0.286,0.974,1.0,0.026,0.28,0.347905,14,38,52
UBA7_HUMAN,0.586,0.5,0.763,1.0,0.0,-0.244,0.347905,14,38,52
RL35_HUMAN,0.586,0.357,0.868,1.0,0.079,0.33,0.347905,14,38,52
ABCE1_HUMAN,0.586,0.786,0.421,1.0,0.053,0.358,0.347905,14,38,52
BAX_HUMAN,0.586,0.857,0.421,1.0,0.079,-0.166,0.347905,14,38,52
AIMP1_HUMAN,0.586,0.714,0.5,1.0,0.132,-0.527,0.347905,14,38,52
NMI_HUMAN,0.586,0.714,0.579,1.0,0.053,-0.152,0.347905,14,38,52
RBP1_HUMAN,0.586,0.643,0.553,1.0,0.184,-0.3,0.347905,14,38,52
HCDH_HUMAN,0.586,0.643,0.632,1.0,0.0,-0.189,0.347905,14,38,52
EDC4_HUMAN,0.586,0.643,0.632,1.0,0.0,0.019,0.347905,14,38,52
GET4_HUMAN,0.586,0.786,0.474,1.0,0.053,0.256,0.347905,14,38,52
VPS8_HUMAN,0.586,0.786,0.447,1.0,0.105,0.206,0.347905,14,38,52
TBCD5_HUMAN,0.586,0.786,0.447,1.0,0.0,0.197,0.347905,14,38,52
PDC6I_HUMAN,0.586,0.714,0.553,1.0,0.026,-0.253,0.347905,14,38,52
PININ_HUMAN,0.586,0.429,0.868,1.0,0.079,-0.42,0.347905,14,38,52
NCOA5_HUMAN,0.586,0.714,0.579,1.0,0.0,-0.243,0.347905,14,38,52
PDRG1_HUMAN,0.586,1.0,0.289,1.0,0.289,0.36,0.347905,14,38,52
UGGG1_HUMAN,0.586,0.714,0.5,1.0,0.158,0.262,0.347905,14,38,52
DIP2B_HUMAN,0.586,0.429,0.789,1.0,0.053,-0.278,0.347905,14,38,52
DEOC_HUMAN,0.586,0.714,0.526,1.0,0.105,-0.153,0.347905,14,38,52
HV404_HUMAN,0.585,0.714,0.526,1.0,0.132,0.468,0.358603,14,38,52
KJ01_HUMAN,0.585,0.786,0.421,1.0,0.105,0.319,0.358603,14,38,52
TPPC3_HUMAN,0.585,0.643,0.579,1.0,0.0,0.127,0.358603,14,38,52
NCK2_HUMAN,0.585,0.714,0.553,1.0,0.211,-0.138,0.358603,14,38,52
PDE6D_HUMAN,0.585,0.714,0.5,1.0,0.158,-0.22,0.358603,14,38,52
CUTA_HUMAN,0.585,0.714,0.579,1.0,0.158,-0.174,0.358603,14,38,52
S14L2_HUMAN,0.585,0.714,0.658,1.0,0.079,-0.235,0.358603,14,38,52
OPLA_HUMAN,0.585,0.786,0.526,1.0,0.026,0.199,0.358603,14,38,52
CATD_HUMAN,0.585,0.214,0.974,1.0,0.132,-0.383,0.358603,14,38,52
APOA_HUMAN,0.585,0.643,0.605,1.0,0.053,0.588,0.358603,14,38,52
DNLI1_HUMAN,0.585,0.214,0.974,1.0,0.132,0.424,0.358603,14,38,52
CALR_HUMAN,0.585,0.357,0.947,1.0,0.132,0.414,0.358603,14,38,52
NUP62_HUMAN,0.585,0.429,0.816,1.0,0.053,-0.203,0.358603,14,38,52
AGRE5_HUMAN,0.585,0.429,0.789,1.0,0.079,-0.229,0.358603,14,38,52
NASP_HUMAN,0.585,0.357,0.868,1.0,0.132,0.373,0.358603,14,38,52
APOC4_HUMAN,0.585,1.0,0.263,1.0,0.263,0.372,0.358603,14,38,52
CASP7_HUMAN,0.585,0.5,0.711,1.0,0.0,-0.327,0.358603,14,38,52
BCAR1_HUMAN,0.585,0.5,0.789,1.0,0.026,-0.191,0.358603,14,38,52
CORO7_HUMAN,0.585,0.714,0.605,1.0,0.026,-0.246,0.358603,14,38,52
RAB4B_HUMAN,0.585,0.571,0.658,1.0,0.079,-0.21,0.358603,14,38,52
1433E_HUMAN,0.585,0.5,0.763,1.0,0.105,-0.114,0.358603,14,38,52
RS27A_HUMAN,0.585,0.857,0.395,1.0,0.079,-0.153,0.358603,14,38,52
IGBP1_HUMAN,0.585,0.714,0.5,1.0,0.158,-0.209,0.358603,14,38,52
RL6_HUMAN,0.585,0.429,0.842,1.0,0.026,0.306,0.358603,14,38,52
ENPP2_HUMAN,0.585,1.0,0.237,1.0,0.237,-0.515,0.358603,14,38,52
MTAP_HUMAN,0.585,0.786,0.447,1.0,0.132,-0.231,0.358603,14,38,52
RB3GP_HUMAN,0.585,0.929,0.289,1.0,0.053,0.322,0.358603,14,38,52
SKT_HUMAN,0.585,0.643,0.605,1.0,0.0,-0.389,0.358603,14,38,52
ZN787_HUMAN,0.585,0.714,0.553,1.0,0.079,0.241,0.358603,14,38,52
PACS1_HUMAN,0.585,1.0,0.263,1.0,0.263,-0.298,0.358603,14,38,52
EXOS8_HUMAN,0.585,0.571,0.737,1.0,0.0,-0.182,0.358603,14,38,52
MMS19_HUMAN,0.585,0.429,0.842,1.0,0.105,0.329,0.358603,14,38,52
TCPH_HUMAN,0.585,0.5,0.711,1.0,0.132,0.332,0.358603,14,38,52
WDR11_HUMAN,0.585,0.429,0.789,1.0,0.0,0.138,0.358603,14,38,52
KLC2_HUMAN,0.585,0.643,0.605,1.0,0.184,-0.31,0.358603,14,38,52
LANC2_HUMAN,0.585,0.786,0.447,1.0,0.079,0.184,0.358603,14,38,52
GUAD_HUMAN,0.585,0.714,0.553,1.0,0.026,-0.545,0.358603,14,38,52
COPE_HUMAN,0.583,0.786,0.526,1.0,0.053,-0.107,0.369505,14,38,52
CHM2A_HUMAN,0.583,0.5,0.711,1.0,0.0,0.02,0.369505,14,38,52
KTNA1_HUMAN,0.583,0.643,0.632,1.0,0.0,-0.117,0.369505,14,38,52
SNUT1_HUMAN,0.583,0.429,0.868,1.0,0.053,-0.214,0.369495,14,38,52
ETHE1_HUMAN,0.583,0.714,0.553,1.0,0.0,-0.047,0.369505,14,38,52
BCL10_HUMAN,0.583,1.0,0.316,1.0,0.316,-0.301,0.369505,14,38,52
PGS2_HUMAN,0.583,0.786,0.421,1.0,0.079,-0.503,0.369505,14,38,52
PROF1_HUMAN,0.583,0.643,0.684,1.0,0.026,-0.174,0.369505,14,38,52
RU2A_HUMAN,0.583,0.429,0.895,1.0,0.026,-0.271,0.369505,14,38,52
DPP4_HUMAN,0.583,0.571,0.711,1.0,0.0,-0.358,0.369505,14,38,52
PSB5_HUMAN,0.583,0.786,0.526,1.0,0.026,0.144,0.369505,14,38,52
PRS7_HUMAN,0.583,0.357,0.868,1.0,0.053,0.248,0.369505,14,38,52
ACADV_HUMAN,0.583,0.429,0.842,1.0,0.158,0.273,0.369505,14,38,52
VASP_HUMAN,0.583,0.5,0.842,1.0,0.105,-0.224,0.369505,14,38,52
TPMT_HUMAN,0.583,0.5,0.684,1.0,0.079,-0.253,0.369505,14,38,52
GSDMD_HUMAN,0.583,0.643,0.632,1.0,0.053,-0.194,0.369505,14,38,52
GBRL2_HUMAN,0.583,0.571,0.737,1.0,0.026,-0.179,0.369505,14,38,52
IFM2_HUMAN,0.583,0.429,0.816,1.0,0.079,-0.597,0.369505,14,38,52
RHG01_HUMAN,0.583,0.429,0.842,1.0,0.0,-0.062,0.369505,14,38,52
CUL3_HUMAN,0.583,0.643,0.579,1.0,0.184,0.27,0.369505,14,38,52
MLEC_HUMAN,0.583,0.5,0.711,1.0,0.184,-0.346,0.369505,14,38,52
UB2V2_HUMAN,0.583,0.786,0.5,1.0,0.079,0.155,0.369505,14,38,52
LEGL_HUMAN,0.583,0.929,0.368,1.0,0.079,-0.286,0.369505,14,38,52
CSPG4_HUMAN,0.583,1.0,0.342,1.0,0.342,0.281,0.369505,14,38,52
ERMP1_HUMAN,0.583,0.429,0.842,1.0,0.053,-0.226,0.369505,14,38,52
RAVR1_HUMAN,0.583,0.5,0.789,1.0,0.105,-0.381,0.369505,14,38,52
CDC26_HUMAN,0.583,1.0,0.237,1.0,0.237,-0.421,0.369505,14,38,52
PXDN_HUMAN,0.583,0.357,0.868,1.0,0.079,0.384,0.369505,14,38,52
CHMP6_HUMAN,0.583,0.429,0.816,1.0,0.026,-0.147,0.369505,14,38,52
AGAP3_HUMAN,0.583,0.571,0.605,1.0,0.026,0.233,0.369505,14,38,52
TBB6_HUMAN,0.583,0.786,0.421,1.0,0.079,0.3,0.369505,14,38,52
OSBL1_HUMAN,0.583,0.786,0.474,1.0,0.053,0.161,0.369505,14,38,52
TXNL1_HUMAN,0.581,0.857,0.447,1.0,0.211,-0.234,0.380611,14,38,52
ZN207_HUMAN,0.581,0.429,0.868,1.0,0.0,-0.158,0.380611,14,38,52
SNX3_HUMAN,0.581,0.571,0.711,1.0,0.079,-0.226,0.380611,14,38,52
HMGB1_HUMAN,0.581,0.429,0.842,1.0,0.053,-0.214,0.380611,14,38,52
SYDC_HUMAN,0.581,0.786,0.447,1.0,0.026,0.202,0.380611,14,38,52
UCHL3_HUMAN,0.581,1.0,0.237,1.0,0.237,-0.189,0.380611,14,38,52
RL35A_HUMAN,0.581,0.429,0.842,1.0,0.053,0.281,0.380611,14,38,52
PSA1_HUMAN,0.581,0.643,0.658,1.0,0.132,-0.115,0.380611,14,38,52
PUR8_HUMAN,0.581,0.571,0.684,1.0,0.132,0.201,0.380611,14,38,52
CSTF2_HUMAN,0.581,0.429,0.789,1.0,0.132,-0.33,0.380611,14,38,52
GRP75_HUMAN,0.581,0.286,0.974,1.0,0.026,0.477,0.380611,14,38,52
TCPZ_HUMAN,0.581,0.5,0.737,1.0,0.079,0.335,0.380611,14,38,52
TCPG_HUMAN,0.581,0.5,0.737,1.0,0.105,0.311,0.380611,14,38,52
PLCD1_HUMAN,0.581,0.429,0.816,1.0,0.026,-0.192,0.380611,14,38,52
HSP72_HUMAN,0.581,0.643,0.605,1.0,0.132,-0.623,0.380611,14,38,52
HNRH2_HUMAN,0.581,0.357,0.842,1.0,0.105,-0.294,0.380611,14,38,52
RL26_HUMAN,0.581,0.357,0.921,1.0,0.026,0.289,0.380611,14,38,52
UB2G1_HUMAN,0.581,0.714,0.553,1.0,0.053,-0.228,0.380611,14,38,52
RAB1A_HUMAN,0.581,0.786,0.447,1.0,0.105,-0.189,0.380611,14,38,52
AP1B1_HUMAN,0.581,0.714,0.553,1.0,0.026,-0.077,0.380611,14,38,52
ROA0_HUMAN,0.581,0.5,0.816,1.0,0.053,0.135,0.380611,14,38,52
STK38_HUMAN,0.581,0.357,0.895,1.0,0.0,0.112,0.380611,14,38,52
PP1R7_HUMAN,0.581,0.929,0.316,1.0,0.184,-0.21,0.380611,14,38,52
SC23B_HUMAN,0.581,0.786,0.474,1.0,0.158,-0.275,0.380611,14,38,52
HIBCH_HUMAN,0.581,0.857,0.368,1.0,0.026,0.163,0.380611,14,38,52
TMED8_HUMAN,0.581,0.714,0.605,1.0,0.0,-0.194,0.380611,14,38,52
CLAP1_HUMAN,0.581,0.5,0.789,1.0,0.053,0.206,0.380611,14,38,52
PRP16_HUMAN,0.581,0.571,0.711,1.0,0.0,-0.089,0.380611,14,38,52
ARHG1_HUMAN,0.581,0.429,0.868,1.0,0.079,-0.203,0.380611,14,38,52
MTNB_HUMAN,0.581,0.571,0.684,1.0,0.026,-0.33,0.380611,14,38,52
ARP5L_HUMAN,0.581,0.571,0.658,1.0,0.184,-0.185,0.380611,14,38,52
EGLN1_HUMAN,0.581,0.929,0.316,1.0,0.026,0.268,0.380611,14,38,52
FBX6_HUMAN,0.581,0.929,0.289,1.0,0.132,-0.375,0.380611,14,38,52
SIR5_HUMAN,0.581,0.357,0.947,1.0,0.053,0.274,0.380611,14,38,52
RN181_HUMAN,0.581,0.357,0.842,1.0,0.184,0.295,0.380611,14,38,52
HEG1_HUMAN,0.581,0.714,0.579,1.0,0.026,0.125,0.380611,14,38,52
WAC2C_HUMAN,0.581,1.0,0.211,1.0,0.211,-0.292,0.380611,14,38,52
PPR21_HUMAN,0.58,0.643,0.605,1.0,0.0,0.167,0.38623,14,38,52
MK13_HUMAN,0.579,0.714,0.553,1.0,0.105,-0.225,0.39192,14,38,52
IF2P_HUMAN,0.579,0.643,0.605,1.0,0.0,0.154,0.39192,14,38,52
CSDE1_HUMAN,0.579,0.429,0.763,1.0,0.026,0.211,0.39192,14,38,52
TX1B3_HUMAN,0.579,0.929,0.316,1.0,0.132,-0.409,0.39192,14,38,52
LA_HUMAN,0.579,0.643,0.553,1.0,0.026,0.182,0.39192,14,38,52
SAP_HUMAN,0.579,0.357,0.921,1.0,0.0,-0.277,0.39192,14,38,52
SNRPA_HUMAN,0.579,0.571,0.763,1.0,0.0,-0.206,0.39192,14,38,52
HEM4_HUMAN,0.579,1.0,0.395,1.0,0.395,0.212,0.39192,14,38,52
PP2BB_HUMAN,0.579,0.857,0.421,1.0,0.158,0.165,0.39192,14,38,52
SON_HUMAN,0.579,0.429,0.868,1.0,0.0,-0.233,0.39192,14,38,52
ATRX_HUMAN,0.579,0.643,0.684,1.0,0.026,-0.102,0.39192,14,38,52
RL29_HUMAN,0.579,0.286,0.947,1.0,0.026,0.125,0.39192,14,38,52
HXK2_HUMAN,0.579,0.643,0.632,1.0,0.026,-0.194,0.39192,14,38,52
MTPN_HUMAN,0.579,0.929,0.342,1.0,0.184,-0.172,0.39192,14,38,52
MESD_HUMAN,0.579,0.571,0.658,1.0,0.0,-0.131,0.39192,14,38,52
P4R3A_HUMAN,0.579,0.571,0.632,1.0,0.0,0.207,0.39192,14,38,52
PSPC1_HUMAN,0.579,0.571,0.737,1.0,0.0,-0.255,0.39192,14,38,52
RMD1_HUMAN,0.579,0.643,0.605,1.0,0.184,0.261,0.39192,14,38,52
COG8_HUMAN,0.579,0.5,0.737,1.0,0.053,-0.171,0.39192,14,38,52
SPCS_HUMAN,0.579,0.5,0.711,1.0,0.105,-0.206,0.39192,14,38,52
EXOC1_HUMAN,0.579,0.786,0.421,1.0,0.053,-0.243,0.39192,14,38,52
NUP50_HUMAN,0.579,0.5,0.789,1.0,0.026,-0.135,0.39192,14,38,52
RAB23_HUMAN,0.579,0.643,0.632,1.0,0.053,-0.258,0.39192,14,38,52
MYO6_HUMAN,0.579,0.429,0.816,1.0,0.0,0.013,0.39192,14,38,52
OAS3_HUMAN,0.579,0.571,0.658,1.0,0.132,0.343,0.39192,14,38,52
NEMO_HUMAN,0.579,0.714,0.553,1.0,0.105,-0.257,0.39192,14,38,52
WASF2_HUMAN,0.579,0.857,0.368,1.0,0.053,-0.222,0.39192,14,38,52
LV469_HUMAN,0.577,0.571,0.711,1.0,0.053,0.348,0.40343,14,38,52
HV338_HUMAN,0.577,0.571,0.684,1.0,0.026,0.164,0.40343,14,38,52
ALBU_BOVIN,0.577,0.714,0.526,1.0,0.105,0.151,0.40343,14,38,52
PSD12_HUMAN,0.577,0.857,0.342,1.0,0.079,0.244,0.40343,14,38,52
ERI3_HUMAN,0.577,0.571,0.658,1.0,0.026,0.043,0.40343,14,38,52
AGM1_HUMAN,0.577,0.429,0.842,1.0,0.079,-0.15,0.40343,14,38,52
TETN_HUMAN,0.577,0.857,0.474,1.0,0.026,0.106,0.40343,14,38,52
ENOG_HUMAN,0.577,0.571,0.711,1.0,0.026,-0.198,0.40343,14,38,52
DLDH_HUMAN,0.577,0.857,0.368,1.0,0.132,0.205,0.40343,14,38,52
NCK1_HUMAN,0.577,0.571,0.684,1.0,0.0,-0.197,0.40343,14,38,52
IMPA1_HUMAN,0.577,0.429,0.763,1.0,0.158,-0.32,0.40343,14,38,52
PDIA3_HUMAN,0.577,0.857,0.395,1.0,0.053,-0.192,0.40343,14,38,52
RPB2_HUMAN,0.577,0.214,0.974,1.0,0.079,0.293,0.40343,14,38,52
NU214_HUMAN,0.577,0.357,0.868,1.0,0.053,-0.198,0.40343,14,38,52
STA5A_HUMAN,0.577,0.643,0.605,1.0,0.0,-0.059,0.40343,14,38,52
BRCC3_HUMAN,0.577,0.714,0.526,1.0,0.0,-0.194,0.40343,14,38,52
DHSO_HUMAN,0.577,1.0,0.237,1.0,0.237,-0.383,0.40343,14,38,52
PPID_HUMAN,0.577,0.857,0.368,1.0,0.184,-0.412,0.40343,14,38,52
SYK_HUMAN,0.577,0.429,0.816,1.0,0.026,-0.286,0.40343,14,38,52
ARHG6_HUMAN,0.577,0.714,0.553,1.0,0.079,-0.158,0.40343,14,38,52
PSMD5_HUMAN,0.577,0.643,0.605,1.0,0.053,-0.095,0.40343,14,38,52
PAR14_HUMAN,0.577,0.643,0.684,1.0,0.026,0.077,0.40343,14,38,52
PLGT3_HUMAN,0.577,0.643,0.684,1.0,0.0,0.061,0.40343,14,38,52
LSR_HUMAN,0.577,0.571,0.684,1.0,0.105,-0.442,0.40343,14,38,52
GCN1_HUMAN,0.577,0.643,0.553,1.0,0.053,0.341,0.40343,14,38,52
GPKOW_HUMAN,0.577,0.357,0.868,1.0,0.0,-0.165,0.40343,14,38,52
OSBL9_HUMAN,0.577,0.714,0.5,1.0,0.0,0.143,0.40343,14,38,52
MCMBP_HUMAN,0.577,0.571,0.658,1.0,0.026,0.303,0.40343,14,38,52
NUDT9_HUMAN,0.577,0.786,0.474,1.0,0.079,-0.287,0.40343,14,38,52
DHX36_HUMAN,0.577,0.429,0.816,1.0,0.053,0.292,0.40343,14,38,52
TE2IP_HUMAN,0.577,0.643,0.553,1.0,0.026,-0.193,0.40343,14,38,52
COMD9_HUMAN,0.577,1.0,0.237,1.0,0.237,-0.28,0.40343,14,38,52
RRBP1_HUMAN,0.577,0.857,0.368,1.0,0.079,-0.282,0.40343,14,38,52
ABCF2_HUMAN,0.577,0.357,0.868,1.0,0.053,0.184,0.40343,14,38,52
GGA1_HUMAN,0.577,0.786,0.447,1.0,0.053,-0.192,0.40343,14,38,52
JUPI1_HUMAN,0.577,0.857,0.395,1.0,0.132,0.304,0.40343,14,38,52
LC7L2_HUMAN,0.577,0.429,0.921,1.0,0.079,0.221,0.40343,14,38,52
CHMP3_HUMAN,0.577,0.286,0.895,1.0,0.053,-0.246,0.40343,14,38,52
UBC12_HUMAN,0.576,0.357,0.947,1.0,0.053,0.266,0.409251,14,38,52
SAP18_HUMAN,0.575,0.357,0.921,1.0,0.0,-0.43,0.415141,14,38,52
HV5X1_HUMAN,0.575,0.571,0.658,1.0,0.053,0.57,0.415141,14,38,52
ANGP2_HUMAN,0.575,0.5,0.711,1.0,0.105,-0.2,0.415141,14,38,52
RGS10_HUMAN,0.575,0.643,0.605,1.0,0.105,-0.279,0.415141,14,38,52
DNJB6_HUMAN,0.575,0.357,0.921,1.0,0.132,-0.36,0.415141,14,38,52
FLOT1_HUMAN,0.575,0.643,0.658,1.0,0.237,0.167,0.415141,14,38,52
PARN_HUMAN,0.575,0.571,0.658,1.0,0.0,-0.149,0.415141,14,38,52
TPM2_HUMAN,0.575,0.786,0.5,1.0,0.053,0.277,0.415141,14,38,52
HEM3_HUMAN,0.575,0.643,0.658,1.0,0.079,0.287,0.415141,14,38,52
HLAE_HUMAN,0.575,0.929,0.263,1.0,0.053,-0.299,0.415141,14,38,52
NUCL_HUMAN,0.575,0.571,0.632,1.0,0.105,0.255,0.415141,14,38,52
DCTD_HUMAN,0.575,0.857,0.368,1.0,0.158,-0.191,0.415141,14,38,52
RBMX_HUMAN,0.575,0.5,0.763,1.0,0.053,-0.216,0.415141,14,38,52
CASP3_HUMAN,0.575,0.857,0.421,1.0,0.079,-0.174,0.415141,14,38,52
HSP13_HUMAN,0.575,0.857,0.342,1.0,0.079,0.126,0.415141,14,38,52
KS6A3_HUMAN,0.575,0.643,0.658,1.0,0.0,0.053,0.415141,14,38,52
PLTP_HUMAN,0.575,0.857,0.368,1.0,0.184,-0.336,0.415141,14,38,52
GRB2_HUMAN,0.575,0.429,0.868,1.0,0.053,-0.155,0.415141,14,38,52
BASP1_HUMAN,0.575,0.786,0.5,1.0,0.132,-0.185,0.415141,14,38,52
RL24_HUMAN,0.575,0.429,0.789,1.0,0.026,0.346,0.415141,14,38,52
H33_HUMAN,0.575,0.714,0.553,1.0,0.105,0.422,0.415141,14,38,52
EWS_HUMAN,0.575,0.5,0.842,1.0,0.132,-0.319,0.415141,14,38,52
CUL2_HUMAN,0.575,0.286,1.0,1.0,0.158,0.4,0.415141,14,38,52
SAFB1_HUMAN,0.575,0.429,0.868,1.0,0.053,-0.215,0.415141,14,38,52
ZC3HE_HUMAN,0.575,0.5,0.737,1.0,0.132,-0.205,0.415141,14,38,52
DTD1_HUMAN,0.575,0.286,0.921,1.0,0.079,0.234,0.415141,14,38,52
PP4R1_HUMAN,0.575,0.786,0.421,1.0,0.026,0.155,0.415141,14,38,52
NMD3_HUMAN,0.575,0.714,0.5,1.0,0.026,0.209,0.415141,14,38,52
ELMO2_HUMAN,0.575,0.714,0.579,1.0,0.0,-0.119,0.415141,14,38,52
UB2E2_HUMAN,0.575,0.643,0.579,1.0,0.0,0.119,0.415141,14,38,52
PSMD1_HUMAN,0.575,0.857,0.368,1.0,0.053,0.227,0.415141,14,38,52
UBXN6_HUMAN,0.575,0.643,0.684,1.0,0.026,-0.223,0.415141,14,38,52
CYRIB_HUMAN,0.575,0.286,0.947,1.0,0.026,0.211,0.415141,14,38,52
ARHGC_HUMAN,0.575,0.857,0.395,1.0,0.132,-0.174,0.415141,14,38,52
UBP25_HUMAN,0.575,0.5,0.658,1.0,0.132,0.203,0.415141,14,38,52
CLC11_HUMAN,0.575,0.786,0.5,1.0,0.105,-0.364,0.415141,14,38,52
CHSP1_HUMAN,0.575,0.643,0.579,1.0,0.053,-0.173,0.415141,14,38,52
WBP11_HUMAN,0.575,0.357,0.868,1.0,0.0,-0.184,0.415141,14,38,52
TF3C3_HUMAN,0.575,0.357,0.947,1.0,0.053,0.239,0.415141,14,38,52
PBDC1_HUMAN,0.574,0.571,0.684,1.0,0.053,-0.142,0.42106,14,38,52
KVD15_HUMAN,0.573,0.643,0.632,1.0,0.0,0.23,0.42705,14,38,52
PDCD5_HUMAN,0.573,0.5,0.711,1.0,0.105,0.364,0.42705,14,38,52
TOM70_HUMAN,0.573,0.429,0.816,1.0,0.158,0.275,0.42705,14,38,52
FRYL_HUMAN,0.573,0.357,0.842,1.0,0.0,0.193,0.42705,14,38,52
MCES_HUMAN,0.573,0.571,0.711,1.0,0.0,0.134,0.42705,14,38,52
CYB5B_HUMAN,0.573,0.857,0.368,1.0,0.026,-0.139,0.42705,14,38,52
IGHA1_HUMAN,0.573,0.929,0.395,1.0,0.184,0.258,0.42705,14,38,52
KV401_HUMAN,0.573,0.5,0.684,1.0,0.026,0.245,0.42705,14,38,52
HS71A_HUMAN;HS71B_HUMAN,0.573,0.929,0.289,1.0,0.053,-0.225,0.42705,14,38,52
ARF4_HUMAN,0.573,0.929,0.237,1.0,0.132,-0.189,0.42705,14,38,52
ARL3_HUMAN,0.573,0.286,0.921,1.0,0.105,-0.381,0.42705,14,38,52
CRK_HUMAN,0.573,0.643,0.632,1.0,0.026,-0.152,0.42701,14,38,52
UBE2K_HUMAN,0.573,0.571,0.711,1.0,0.132,-0.114,0.42705,14,38,52
